"","alpha","beta","gamma","OutSample_Error","InSample_Error","Mean_MAPE"
"334",0.35,0.35,0.25,0.0447838428944033,0.0545325189828571,0.0517471829575845
"335",0.35,0.35,0.35,0.0418144967899773,0.0546180446658695,0.0509598881299003
"336",0.35,0.35,0.45,0.0388420903869415,0.0547036458541032,0.0501717728634855
"337",0.35,0.35,0.55,0.0358666167619066,0.0547893227131432,0.0493828352985042
"338",0.35,0.35,0.65,0.0331599006827251,0.0548750754090754,0.0486707397729753
"339",0.35,0.35,0.75,0.0336222930816438,0.0549609041084883,0.0488641581008184
"340",0.35,0.35,0.85,0.0360461303286486,0.055046808978475,0.0496180436499532
"341",0.35,0.35,0.95,0.0388958608163446,0.0551327901866353,0.0504936675094093
"342",0.35,0.45,0.05,0.0582844401322738,0.0552516368757969,0.0561181520919332
"343",0.35,0.45,0.15,0.0553309290495624,0.05534769501145,0.055342904736625
"344",0.35,0.45,0.25,0.0523746395795303,0.0554438393460655,0.0545669251270554
"345",0.35,0.45,0.35,0.0494155644607795,0.0555400700682924,0.0537902113232887
"346",0.35,0.45,0.45,0.0464536964134004,0.055636387367351,0.053012761380508
"347",0.35,0.45,0.55,0.0434979796303576,0.0557327914330351,0.0522371309179844
"348",0.35,0.45,0.65,0.0428797498741687,0.0558292824557141,0.052129416003844
"349",0.35,0.45,0.75,0.0422605577562201,0.0559258606263354,0.052021488377731
"350",0.35,0.45,0.85,0.0427177235432928,0.0560225261364265,0.0522211539669597
"351",0.35,0.45,0.95,0.045543643340993,0.0561192791780973,0.0530976689389246
"352",0.35,0.55,0.05,0.0675626290864692,0.0561410255977225,0.0594043408802215
"353",0.35,0.55,0.15,0.0646631609650022,0.0562473935230572,0.0586518985064701
"354",0.35,0.55,0.25,0.0617614670326061,0.0563538588489396,0.0578988897585586
"355",0.35,0.55,0.35,0.0606031687076594,0.056460421788565,0.0576440637654491
"356",0.35,0.55,0.45,0.0600263283113895,0.0565670825557762,0.0575554384859515
"357",0.35,0.55,0.55,0.0594485844867214,0.0566738413650667,0.0574666251141109
"358",0.35,0.55,0.65,0.0588699351339386,0.0567806984315824,0.0573776232036842
"359",0.35,0.55,0.75,0.0582903781478509,0.0568876539711248,0.0572884323073323
"360",0.35,0.55,0.85,0.0577099114177779,0.0569947082001533,0.0571990519766175
"361",0.35,0.55,0.95,0.057128532827529,0.0571018613357878,0.0571094817619995
"362",0.35,0.65,0.05,0.080121172839651,0.0570391896101058,0.0636340419614044
"363",0.35,0.65,0.15,0.0796370194433824,0.057155471068184,0.063578770603955
"364",0.35,0.65,0.25,0.0791521041225143,0.0572718612129278,0.0635233591870954
"365",0.35,0.65,0.35,0.0786664249329519,0.0573883602824138,0.0634678073254247
"366",0.35,0.65,0.45,0.0781799799259818,0.0575049685154448,0.0634121146327411
"367",0.35,0.65,0.55,0.0776927671482595,0.0576216861515522,0.06335628072204
"368",0.35,0.65,0.65,0.0772047846417887,0.0577385134309994,0.0633003052055106
"369",0.35,0.65,0.75,0.0767160304439067,0.0578554505947843,0.0632441876945336
"370",0.35,0.65,0.85,0.076226502587261,0.0579724978846422,0.0631879277996762
"371",0.35,0.65,0.95,0.0757361990997988,0.0580896555430487,0.0631315251306916
"372",0.35,0.75,0.05,0.099074855328791,0.0578530128132408,0.069630682103398
"373",0.35,0.75,0.15,0.0987242784937978,0.057978794841012,0.0696203615989508
"374",0.35,0.75,0.25,0.098373142125255,0.0581046968385536,0.0696099669204683
"375",0.35,0.75,0.35,0.0980214445470313,0.0582307190690254,0.0695994977770271
"376",0.35,0.75,0.45,0.0976691840796436,0.0583568617963929,0.0695889538773217
"377",0.35,0.75,0.55,0.0973163590402476,0.0584831252854304,0.0695783349296639
"378",0.35,0.75,0.65,0.0969629677426243,0.0586095098017242,0.0695676406419814
"379",0.35,0.75,0.75,0.0966090084971616,0.0587360156116757,0.0695568707218146
"380",0.35,0.75,0.85,0.0962544796108462,0.0588626429825049,0.0695460248763167
"381",0.35,0.75,0.95,0.0958993793872474,0.0589893921822532,0.0695351028122515
"382",0.35,0.85,0.05,0.118448316820061,0.058596892181147,0.0756972992208368
"383",0.35,0.85,0.15,0.118268737067478,0.0587317518503353,0.0757423190552333
"384",0.35,0.85,0.25,0.118088854366438,0.0588667426879707,0.0757873460246756
"385",0.35,0.85,0.35,0.117908667426681,0.0590018649823807,0.0758323799664665
"386",0.35,0.85,0.45,0.117728174956287,0.0591371190227792,0.0758774207180671
"387",0.35,0.85,0.55,0.117547375661664,0.0592725050992698,0.0759224681170967
"388",0.35,0.85,0.65,0.117366268247538,0.0594080235028495,0.075967522001332
"389",0.35,0.85,0.75,0.117184851416948,0.0595436745254124,0.0760125822087084
"390",0.35,0.85,0.85,0.117003123871238,0.0596794584597525,0.0760576485773199
"391",0.35,0.85,0.95,0.116821084310042,0.0598153755995682,0.0761027209454177
"392",0.35,0.95,0.05,0.13770018782452,0.0592879544147049,0.0816914496746521
"393",0.35,0.95,0.15,0.137723777042524,0.0594314642549243,0.0818006964799527
"394",0.35,0.95,0.25,0.137747362974834,0.0595751163025928,0.081910043923233
"395",0.35,0.95,0.35,0.137770944826747,0.0597189108711882,0.0820194920013479
"396",0.35,0.95,0.45,0.137794521803941,0.0598628482751567,0.0821290407119522
"397",0.35,0.95,0.55,0.13781809311248,0.0600069288299157,0.0822386900535054
"398",0.35,0.95,0.65,0.137841657958807,0.060151152851858,0.0823484400252719
"399",0.35,0.95,0.75,0.137865215549752,0.0602955206583558,0.082458290627326
"400",0.35,0.95,0.85,0.137888765092517,0.0604400325677643,0.0825682418605507
"401",0.35,0.95,0.95,0.137912305794683,0.0605846888994259,0.0826782937266423
"402",0.45,0.05,0.05,0.045316419831724,0.0550530768689185,0.0522711748582915
"403",0.45,0.05,0.15,0.0424826637336025,0.0551156950499093,0.0515062575309645
"404",0.45,0.05,0.25,0.0396474556038731,0.0551783560714858,0.0507409559378822
"405",0.45,0.05,0.35,0.03681079302628,0.05524106001256,0.0499752694450514
"406",0.45,0.05,0.45,0.0350148820957057,0.0553038069522444,0.0495069712789476
"407",0.45,0.05,0.55,0.0350038286678923,0.0553665969698531,0.0495486631692929
"408",0.45,0.05,0.65,0.0349927951813736,0.0554294301449025,0.0495903915838943
"409",0.45,0.05,0.75,0.0349817816707996,0.0554923065571118,0.049632156589594
"410",0.45,0.05,0.85,0.0349707881709049,0.0555552262864034,0.0496739582534038
"411",0.45,0.05,0.95,0.0349598147165093,0.0556181894129042,0.0497157966425056
"412",0.45,0.15,0.05,0.0480845723686656,0.0555855876902944,0.0534424404555433
"413",0.45,0.15,0.15,0.0457393038708385,0.0556596293402024,0.0528252506346698
"414",0.45,0.15,0.25,0.043392653747556,0.055733723038196,0.0522077032408703
"415",0.45,0.15,0.35,0.0410446193440144,0.0558078688802028,0.051589797584149
"416",0.45,0.15,0.45,0.03869519799935,0.0558820669623958,0.0509715329729541
"417",0.45,0.15,0.55,0.0363443870466222,0.0559563173811942,0.0503529087141736
"418",0.45,0.15,0.65,0.0348513264637845,0.056030620233264,0.0499793934419842
"419",0.45,0.15,0.75,0.0354065214740181,0.0561049756155192,0.0501911315750903
"420",0.45,0.15,0.85,0.0359620281029424,0.0561793836251222,0.0504029963330708
"421",0.45,0.15,0.95,0.0365178469879148,0.0562538443594851,0.0506149879676079
"422",0.45,0.25,0.05,0.0558144308527802,0.0564540578698165,0.0562713072935204
"423",0.45,0.25,0.15,0.0534531407550611,0.0565390295785754,0.0556573470575713
"424",0.45,0.25,0.25,0.0510906096898461,0.0566240627987531,0.0550430761962082
"425",0.45,0.25,0.35,0.0487268346266583,0.0567091576438718,0.0544284939246679
"426",0.45,0.25,0.45,0.0463618125286553,0.0567943142277454,0.0538135994565768
"427",0.45,0.25,0.55,0.0439955403526056,0.0568795326644809,0.0531983920039451
"428",0.45,0.25,0.65,0.0416280150488712,0.0569648130684791,0.0525828707771626
"429",0.45,0.25,0.75,0.0393201434660194,0.0570501555544354,0.051984437814888
"430",0.45,0.25,0.85,0.0398937579043277,0.0571355602373412,0.0522093309993374
"431",0.45,0.25,0.95,0.0425646918559959,0.0572210272324846,0.0530335028392021
"432",0.45,0.35,0.05,0.0652163665694819,0.057469863662357,0.0596831502072498
"433",0.45,0.35,0.15,0.0628944150109632,0.0575652501224592,0.0590878686620318
"434",0.45,0.35,0.25,0.0605716641441599,0.0576607076749539,0.0584924095232985
"435",0.45,0.35,0.35,0.0582481107571617,0.0577562364513456,0.057896771967293
"436",0.45,0.35,0.45,0.0561817980070575,0.0578518365834787,0.0573746827045012
"437",0.45,0.35,0.55,0.0559352877420182,0.0579475082035389,0.0573725880716759
"438",0.45,0.35,0.65,0.0556883799811791,0.0580432514440542,0.0573704310260899
"439",0.45,0.35,0.75,0.0554410740038379,0.058139066437896,0.0573682114567366
"440",0.45,0.35,0.85,0.0551933690876459,0.0582349533182802,0.0573659292523847
"441",0.45,0.35,0.95,0.054945264508602,0.0583309122187686,0.0573635843015781
"442",0.45,0.45,0.05,0.0763533713078397,0.0585322405052012,0.063623992163098
"443",0.45,0.45,0.15,0.0758525873354045,0.0586374940830238,0.0635560921551326
"444",0.45,0.45,0.25,0.0756978510220066,0.0587428283256719,0.0635871205246246
"445",0.45,0.45,0.35,0.0755427995476254,0.0588482433828574,0.0636181165727911
"446",0.45,0.45,0.45,0.0753874323050492,0.0589537394046818,0.0636490802333582
"447",0.45,0.45,0.55,0.075231748685818,0.0590593165416368,0.0636800114399743
"448",0.45,0.45,0.65,0.0750757480802186,0.0591649749446066,0.06371091012621
"449",0.45,0.45,0.75,0.0749194298772823,0.0592707147648682,0.063741776225558
"450",0.45,0.45,0.85,0.0747627934647811,0.0593765361540935,0.0637726096714328
"451",0.45,0.45,0.95,0.0746058382292209,0.05948243926435,0.0638034103971703
"452",0.45,0.55,0.05,0.0967250251039215,0.0595991556968335,0.0702065469560015
"453",0.45,0.55,0.15,0.0967162754110515,0.0597137038068579,0.0702858671223418
"454",0.45,0.55,0.25,0.0967073455731802,0.059828342031513,0.0703652001862751
"455",0.45,0.55,0.35,0.0966982352035238,0.0599430705388066,0.0704445461572973
"456",0.45,0.55,0.45,0.0966889439147235,0.0600578894971861,0.0705239050450539
"457",0.45,0.55,0.55,0.0966794713188416,0.0601727990755396,0.0706032768593401
"458",0.45,0.55,0.65,0.0966698170273616,0.0602877994431979,0.0706826616101018
"459",0.45,0.55,0.75,0.0966599806511847,0.0604028907699358,0.0707620593074355
"460",0.45,0.55,0.85,0.0966499618006283,0.0605180732259734,0.0708414699615891
"461",0.45,0.55,0.95,0.0966397600854216,0.0606333469819776,0.0709208935829616
"462",0.45,0.65,0.05,0.118197595614209,0.0608398469994713,0.0772277751751106
"463",0.45,0.65,0.15,0.11838008564362,0.0608492244925433,0.0772866133928509
"464",0.45,0.65,0.25,0.118562568260007,0.0608585802250638,0.0773454339493334
"465",0.45,0.65,0.35,0.118745043400166,0.0609580193496187,0.0774685976497751
"466",0.45,0.65,0.45,0.118927511001216,0.0610815739295226,0.077608984521435
"467",0.45,0.65,0.55,0.119109971000597,0.0612052284096271,0.0777494405784755
"468",0.45,0.65,0.65,0.119292423336075,0.0613289829776863,0.077889965937226
"469",0.45,0.65,0.75,0.119474867945742,0.0614528378219493,0.0780305607144615
"470",0.45,0.65,0.85,0.119657304768014,0.061576793131162,0.0781712250274056
"471",0.45,0.65,0.95,0.119839733741635,0.0617008490945689,0.0783119589937307
"472",0.45,0.75,0.05,0.139552361135596,0.0623943152456449,0.0844394712142023
"473",0.45,0.75,0.15,0.139963537009683,0.062405510389126,0.084564946566428
"474",0.45,0.75,0.25,0.140374902643497,0.0624166849084707,0.0846904614041926
"475",0.45,0.75,0.35,0.140786458396916,0.0624278387761595,0.0848160158106613
"476",0.45,0.75,0.45,0.141198204631208,0.0624389719646083,0.0849416098693511
"477",0.45,0.75,0.55,0.141610141709039,0.0624500844461686,0.0850672436641315
"478",0.45,0.75,0.65,0.142022269994468,0.0624611761931273,0.0851929172792247
"479",0.45,0.75,0.75,0.142434589852961,0.0624722471777059,0.0853186307992075
"480",0.45,0.75,0.85,0.142847101651392,0.0625751346399933,0.0855099823575356
"481",0.45,0.75,0.95,0.143259805758041,0.0627073785189687,0.0857223577301322
"482",0.45,0.85,0.05,0.160218481757319,0.0639820529875692,0.091478175493212
"483",0.45,0.85,0.15,0.160888930550685,0.0639956734312303,0.0916794611796459
"484",0.45,0.85,0.25,0.161559779681448,0.0640092753931246,0.0918808480469313
"485",0.45,0.85,0.35,0.162231030028672,0.0640228588492949,0.092082336329117
"486",0.45,0.85,0.45,0.162902682473989,0.064036423775727,0.0922839262609448
"487",0.45,0.85,0.55,0.163574737901601,0.0640499701483498,0.0924856180778502
"488",0.45,0.85,0.65,0.164247197198292,0.0640634979430348,0.0926874120159655
"489",0.45,0.85,0.75,0.164920061253437,0.064077007135596,0.092889308312122
"490",0.45,0.85,0.85,0.165593330959008,0.0640904977017899,0.0930913072038521
"491",0.45,0.85,0.95,0.166267007209585,0.0641039696173148,0.0932934089293921
"492",0.45,0.95,0.05,0.179872259648189,0.06560415169209,0.0982521825366896
"493",0.45,0.95,0.15,0.180826686325847,0.0656208036196445,0.0985367701071308
"494",0.45,0.95,0.25,0.181781728697534,0.0656374402793023,0.0988215226845112
"495",0.45,0.95,0.35,0.182737388254861,0.0656540616521582,0.0991064406815019
"496",0.45,0.95,0.45,0.183693666493235,0.0656706677192614,0.0993915245118254
"497",0.45,0.95,0.55,0.184650564911854,0.0656872584616154,0.099676774590255
"498",0.45,0.95,0.65,0.185608085013736,0.0657038338601778,0.0999621913326229
"499",0.45,0.95,0.75,0.186566228305723,0.0657203938958601,0.100247775155821
"500",0.45,0.95,0.85,0.187524996298501,0.0657369385495278,0.100533526477806
"501",0.45,0.95,0.95,0.188484390506608,0.0657534678019999,0.100819445717602
"502",0.55,0.05,0.05,0.0474234518874718,0.0580406529212823,0.0550071669116221
"503",0.55,0.05,0.15,0.0449667083225133,0.0580551783986273,0.0543156155197376
"504",0.55,0.05,0.25,0.0425093352038638,0.0580696992870673,0.0536238809775806
"505",0.55,0.05,0.35,0.040051331404915,0.0580842155842357,0.0529319629615727
"506",0.55,0.05,0.45,0.0379105142776192,0.0580987272877664,0.0523306664277243
"507",0.55,0.05,0.55,0.0361010897085341,0.0581132343952931,0.0518240501990762
"508",0.55,0.05,0.65,0.0355048180348563,0.0581277369044499,0.0516640457988517
"509",0.55,0.05,0.75,0.0361017148351552,0.058142234812871,0.0518449433906665
"510",0.55,0.05,0.85,0.0366987391395059,0.0581567281181909,0.0520258741242809
"511",0.55,0.05,0.95,0.0372958911987847,0.0581712168180442,0.0522068380696844
"512",0.55,0.15,0.05,0.0551468662894894,0.0591966477713169,0.0580395673479376
"513",0.55,0.15,0.15,0.0533263413008274,0.0592108192758164,0.057529539854391
"514",0.55,0.15,0.25,0.0515054239570232,0.0592249854291937,0.057019396437145
"515",0.55,0.15,0.35,0.0496841131363895,0.059239146228607,0.0565091367736877
"516",0.55,0.15,0.45,0.0478624077154724,0.0592533016712138,0.055998760541002
"517",0.55,0.15,0.55,0.0460403065690453,0.059267451754171,0.0554882674155637
"518",0.55,0.15,0.65,0.0442178085701053,0.0592815964746343,0.0549776570733403
"519",0.55,0.15,0.75,0.0423949125898677,0.059295735829759,0.05446692918979
"520",0.55,0.15,0.85,0.0405716174977616,0.0593098698166992,0.0539560834398599
"521",0.55,0.15,0.95,0.039943683213804,0.0593239984326087,0.0537867655129502
"522",0.55,0.25,0.05,0.0653336653292666,0.0605943565671405,0.0619484447848909
"523",0.55,0.25,0.15,0.0635544347798796,0.060608926483287,0.0614505002823135
"524",0.55,0.25,0.25,0.0617751831266763,0.0606234908940375,0.0609525458176486
"525",0.55,0.25,0.35,0.0599959091275907,0.060638049796869,0.0604545810342181
"526",0.55,0.25,0.45,0.0582166115392436,0.0606526031892584,0.0599566055749685
"527",0.55,0.25,0.55,0.0564372891169399,0.060667151068682,0.05945861908247
"528",0.55,0.25,0.65,0.05640086292705,0.0606816934326159,0.0594585990024542
"529",0.55,0.25,0.75,0.0563999649332338,0.0606962302785358,0.0594687258941638
"530",0.55,0.25,0.85,0.0563988961936474,0.0607107616039169,0.0594788000581256
"531",0.55,0.25,0.95,0.056397656534042,0.0607252874062342,0.0594888214427507
"532",0.55,0.35,0.05,0.0770883678997605,0.0622648661939092,0.066500152395581
"533",0.55,0.35,0.15,0.0763633799117364,0.0622805854399582,0.0663042410033234
"534",0.55,0.35,0.25,0.0764643135432823,0.0622962997639742,0.0663443037009194
"535",0.55,0.35,0.35,0.076565113799604,0.0623120091646751,0.0663843247746548
"536",0.55,0.35,0.45,0.0766657806048803,0.0623277136407807,0.066424304201952
"537",0.55,0.35,0.55,0.0767663138830737,0.0623434131910124,0.0664642419601727
"538",0.55,0.35,0.65,0.0768667135579278,0.0623591078140935,0.0665041380266176
"539",0.55,0.35,0.75,0.0769669795529707,0.062374797508749,0.0665439923785266
"540",0.55,0.35,0.85,0.0770671117915096,0.0623904822737058,0.0665838049930783
"541",0.55,0.35,0.95,0.0771671101966351,0.0624061621076923,0.0666235758473902
"542",0.55,0.45,0.05,0.0980031684400059,0.0641184000287857,0.0737997624319915
"543",0.55,0.45,0.15,0.0982617769060825,0.064136018314897,0.0738862350552357
"544",0.55,0.45,0.25,0.0985203145618117,0.0641536331113743,0.0739726849543564
"545",0.55,0.45,0.35,0.098778781505699,0.0641712444191999,0.0740591121581997
"546",0.55,0.45,0.45,0.0990371778363064,0.0641888522393622,0.074145516695632
"547",0.55,0.45,0.55,0.099295503652257,0.0642064565728552,0.0742318985955415
"548",0.55,0.45,0.65,0.0995537590522314,0.0642240574206791,0.0743182578868369
"549",0.55,0.45,0.75,0.0998119441349694,0.0642416547838398,0.0744045945984482
"550",0.55,0.45,0.85,0.100070058999271,0.064259248663349,0.0744909087593268
"551",0.55,0.45,0.95,0.100328103743998,0.0642768390602247,0.0745772003984456
"552",0.55,0.55,0.05,0.120292806089185,0.0661138032896213,0.0815935183752109
"553",0.55,0.55,0.15,0.120753427116712,0.0661340681174706,0.0817395992601109
"554",0.55,0.55,0.25,0.121214049693803,0.0661543318301238,0.0818856797911751
"555",0.55,0.55,0.35,0.121674674168731,0.0661745944319302,0.0820317600710161
"556",0.55,0.55,0.45,0.122135300890158,0.0661948559272515,0.0821778402023676
"557",0.55,0.55,0.55,0.12259593020714,0.0662151163204613,0.0823239202880837
"558",0.55,0.55,0.65,0.123056562469129,0.0662353756159458,0.0824700004311411
"559",0.55,0.55,0.75,0.123517198025975,0.0662556338181033,0.0826160807346382
"560",0.55,0.55,0.85,0.123977837227927,0.0662758909313447,0.0827621613017968
"561",0.55,0.55,0.95,0.124438480425633,0.066296146960093,0.0829082422359617
"562",0.55,0.65,0.05,0.142031661126626,0.0681796714960934,0.0892802399619599
"563",0.55,0.65,0.15,0.142728541615831,0.0682033282684869,0.089496246367728
"564",0.55,0.65,0.25,0.143425492034754,0.068226987316675,0.0897122743789832
"565",0.55,0.65,0.35,0.144122513055221,0.0682506486495361,0.0899283241940176
"566",0.55,0.65,0.45,0.144819605349795,0.0682743122759699,0.0901443960113484
"567",0.55,0.65,0.55,0.14551676959177,0.0682979782048973,0.090360490029718
"568",0.55,0.65,0.65,0.146214006455182,0.0683216464452602,0.0905766064480951
"569",0.55,0.65,0.75,0.146911316614809,0.068345317006022,0.0907927454656755
"570",0.55,0.65,0.85,0.147608700746175,0.0683689898961675,0.091008907281884
"571",0.55,0.65,0.95,0.148306159525554,0.0683926651247028,0.0912250920963747
"572",0.55,0.75,0.05,0.16250328611111,0.0703152751556842,0.0966547068572344
"573",0.55,0.75,0.15,0.1634619505047,0.0703430682855015,0.0969484632052724
"574",0.55,0.75,0.25,0.164420738046908,0.0703708681545966,0.0972422595523998
"575",0.55,0.75,0.35,0.165379649804865,0.0703986747775841,0.0975360962139501
"576",0.55,0.75,0.45,0.166338686846732,0.0704264881691115,0.0978299735055745
"577",0.55,0.75,0.55,0.167297850241697,0.070454308343859,0.0981238917432412
"578",0.55,0.75,0.65,0.168257141059985,0.0704821353165401,0.0984178512432388
"579",0.55,0.75,0.75,0.169216560372865,0.0705099691019014,0.0987118523221766
"580",0.55,0.75,0.85,0.170176109252652,0.0705378097147227,0.0990058952969883
"581",0.55,0.75,0.95,0.171135788772714,0.0705656571698169,0.0992999804849305
"582",0.55,0.85,0.05,0.181301765848435,0.0725299544804981,0.103607614871337
"583",0.55,0.85,0.15,0.182540093030188,0.0725626290315413,0.103984761602583
"584",0.55,0.85,0.25,0.183778572111953,0.07259531589513,0.104361960528508
"585",0.55,0.85,0.35,0.185017204624918,0.0726280150928547,0.104739212102016
"586",0.55,0.85,0.45,0.18625599210149,0.0726607266463537,0.105116516776392
"587",0.55,0.85,0.55,0.187494936075302,0.072693450577313,0.10549387500531
"588",0.55,0.85,0.65,0.188734038081227,0.0727261869074667,0.105871287242827
"589",0.55,0.85,0.75,0.189973299655382,0.072758935658597,0.106248753943393
"590",0.55,0.85,0.85,0.191212722335132,0.0727916968525341,0.106626275561848
"591",0.55,0.85,0.95,0.192452307659106,0.0728244705111567,0.107003852553428
"592",0.55,0.95,0.05,0.198218389733592,0.0749484443073788,0.110168428714868
"593",0.55,0.95,0.15,0.199747332711164,0.0749867478746312,0.110632629256498
"594",0.55,0.95,0.25,0.201276423460043,0.0750250704560584,0.111096885600054
"595",0.55,0.95,0.35,0.202805664039647,0.0750634120814924,0.111561198355251
"596",0.55,0.95,0.45,0.204335056510666,0.0751017727808308,0.112025568132212
"597",0.55,0.95,0.55,0.205864602935064,0.0751401525840376,0.112489995541474
"598",0.55,0.95,0.65,0.207394305376094,0.0751785515211429,0.112954481193986
"599",0.55,0.95,0.75,0.20892416589831,0.0752169696222431,0.113419025701119
"600",0.55,0.95,0.85,0.210454186567575,0.0752554069175017,0.113883629674666
"601",0.55,0.95,0.95,0.211984369451072,0.0752938634371485,0.114348293726841
"602",0.65,0.05,0.05,0.0490396831982307,0.0625453826035619,0.0586866113448959
"603",0.65,0.05,0.15,0.0476372017800523,0.0625628620568491,0.05829838769205
"604",0.65,0.05,0.25,0.0462991180862653,0.0625803431215568,0.0579285645400449
"605",0.65,0.05,0.35,0.0449609468344559,0.0625978258023773,0.0575587175258283
"606",0.65,0.05,0.45,0.0436226877182115,0.0626153101040125,0.0571888465652122
"607",0.65,0.05,0.55,0.0422843404307585,0.062632796031174,0.0568189515739124
"608",0.65,0.05,0.65,0.040945904664962,0.0626502835885832,0.0564490324675486
"609",0.65,0.05,0.75,0.0396073801133241,0.0626677727809712,0.0560790891616435
"610",0.65,0.05,0.85,0.0382867253534938,0.0626852636130788,0.0557142526817688
"611",0.65,0.05,0.95,0.0388818096150737,0.0627027560896568,0.0558967713826331
"612",0.65,0.15,0.05,0.0602735119014262,0.0642711867795782,0.063128993957249
"613",0.65,0.15,0.15,0.0589611604209886,0.0642897218427022,0.0627672757222126
"614",0.65,0.15,0.25,0.0576489227110564,0.0643082592852051,0.0624055916925912
"615",0.65,0.15,0.35,0.0563367983799958,0.0643267991129239,0.0620439417606588
"616",0.65,0.15,0.45,0.0550247870359147,0.064345341331707,0.0616823258186235
"617",0.65,0.15,0.55,0.0537128882866599,0.0643638859474143,0.0613207437586273
"618",0.65,0.15,0.65,0.052401101739819,0.064382432965917,0.0609591954727461
"619",0.65,0.15,0.75,0.0510894270027192,0.064400982393098,0.0605976808529898
"620",0.65,0.15,0.85,0.0497778636824233,0.0644195342348518,0.0602361997913008
"621",0.65,0.15,0.95,0.048466411385734,0.0644380884970843,0.0598747521795556
"622",0.65,0.25,0.05,0.0717826550176585,0.0662789301649282,0.067851422979994
"623",0.65,0.25,0.15,0.0705413133530771,0.0662993374606485,0.067511330572771
"624",0.65,0.25,0.25,0.069300452737228,0.0663197485620533,0.0671713783263889
"625",0.65,0.25,0.35,0.0680600727399692,0.0663401634767458,0.0668315661233811
"626",0.65,0.25,0.45,0.0673794154154471,0.0663605822123433,0.0666516774132301
"627",0.65,0.25,0.55,0.0675876521912217,0.0663810047764773,0.06672576118069
"628",0.65,0.25,0.65,0.0677957961004768,0.0664014311767934,0.0667998211549886
"629",0.65,0.25,0.75,0.0680038471730512,0.0664218614209515,0.0668738573501228
"630",0.65,0.25,0.85,0.0682118054387352,0.0664422955166257,0.0669478697800856
"631",0.65,0.25,0.95,0.0684196709272703,0.0664627334715047,0.0670218584588663
"632",0.65,0.35,0.05,0.0876567933841792,0.0685577112166287,0.0740145918359288
"633",0.65,0.35,0.15,0.0879999877493575,0.0685808037444755,0.0741291420315847
"634",0.65,0.35,0.25,0.0883430868669709,0.0686039022517264,0.0742436692846534
"635",0.65,0.35,0.35,0.088686090861014,0.0686270067484353,0.0743581736377435
"636",0.65,0.35,0.45,0.0890289998554871,0.0686501172446744,0.074472655133478
"637",0.65,0.35,0.55,0.0893718139743959,0.0686732337505335,0.0745871138144942
"638",0.65,0.35,0.65,0.0897145333417517,0.0686963562761208,0.0747015497234439
"639",0.65,0.35,0.75,0.0900571580815701,0.0687194848315623,0.0748159629029931
"640",0.65,0.35,0.85,0.0903996883178741,0.068742619427002,0.0749303533958226
"641",0.65,0.35,0.95,0.0907421241746922,0.0687657600726024,0.075044721244628
"642",0.65,0.45,0.05,0.109199908635627,0.0710203848126727,0.0819288201906597
"643",0.65,0.45,0.15,0.109718822275691,0.0710469725872116,0.0820960724982058
"644",0.65,0.45,0.25,0.110237630304623,0.0710735693295194,0.0822633010366919
"645",0.65,0.45,0.35,0.11075633298468,0.0711001750528326,0.0824305058905033
"646",0.65,0.45,0.45,0.111274930578177,0.0711267897704106,0.0825976871440581
"647",0.65,0.45,0.55,0.11179342334748,0.0711534134955357,0.0827648448818054
"648",0.65,0.45,0.65,0.112311811555012,0.0711800462415136,0.0829319791882276
"649",0.65,0.45,0.75,0.112830095463255,0.0712066880216731,0.0830990901478394
"650",0.65,0.45,0.85,0.113348275334744,0.0712333388493661,0.0832661778451884
"651",0.65,0.45,0.95,0.113866351432073,0.0712599987379677,0.0834332423648549
"652",0.65,0.55,0.05,0.129725918007469,0.0736287819231664,0.08965653509011
"653",0.65,0.55,0.15,0.130449615966858,0.0736596725408383,0.0898853706625582
"654",0.65,0.55,0.25,0.131173178076541,0.0736905759745984,0.0901141765751534
"655",0.65,0.55,0.35,0.131896604780311,0.0737214922416314,0.0903429529669685
"656",0.65,0.55,0.45,0.132619896522036,0.0737524213591511,0.0905716999771182
"657",0.65,0.55,0.55,0.133343053745649,0.0737833633444009,0.0908004177447576
"658",0.65,0.55,0.65,0.134066076895156,0.0738143182146541,0.0910291064090832
"659",0.65,0.55,0.75,0.134788966414632,0.0738452859872137,0.0912577661093333
"660",0.65,0.55,0.85,0.13551172274823,0.0738762666794122,0.0914863969847888
"661",0.65,0.55,0.95,0.136234346340172,0.0739072603086123,0.0917149991747722
"662",0.65,0.65,0.05,0.148164456228697,0.0764511089469964,0.096940636741768
"663",0.65,0.65,0.15,0.149111662757348,0.0764871087982315,0.0972369813579791
"664",0.65,0.65,0.25,0.150058674219793,0.0765231261971397,0.0975332827750406
"665",0.65,0.65,0.35,0.151005491282231,0.0765591611656453,0.0978295411989554
"666",0.65,0.65,0.45,0.151952114610879,0.0765952137257098,0.0981257568357581
"667",0.65,0.65,0.55,0.152898544871972,0.0766312838993329,0.0984219298915156
"668",0.65,0.65,0.65,0.153844782731767,0.0766673717085518,0.0987180605723276
"669",0.65,0.65,0.75,0.154790828856542,0.0767034771754418,0.0990141490843275
"670",0.65,0.65,0.85,0.155736683912599,0.0767396003221161,0.0993101956336825
"671",0.65,0.65,0.95,0.156682348566265,0.0767757411707259,0.0996062004265942
"672",0.65,0.75,0.05,0.163801843645675,0.0795159886903077,0.103597661534698
